detail,event_count,file_path,matched_media_id,matched_slug,media_type,plex_guid,sidecar_path,status,title
missing episode match metadata,0,F:\MediaStack\data\media\tv\Your Lie in April\Season 01\Your Lie in April - S01E09 - Resonance.mkv,,,episode,imdb://tt4233402,,unmatched,Your Lie in April – Season 1 – Resonance
missing episode match metadata,0,F:\MediaStack\data\media\tv\Your Lie in April\Season 01\Your Lie in April - S01E10 - The Scenery I Shared With You.mkv,,,episode,imdb://tt4233404,,unmatched,Your Lie in April – Season 1 – The Scenery I Shared with You
missing episode match metadata,0,F:\MediaStack\data\media\tv\Your Lie in April\Season 01\Your Lie in April - S01E11 - Light of Life.mkv,,,episode,imdb://tt4233406,,unmatched,Your Lie in April – Season 1 – Light of Life
missing episode match metadata,0,F:\MediaStack\data\media\tv\Your Lie in April\Season 01\Your Lie in April - S01E12 - Twinkle Little Star.mkv,,,episode,imdb://tt4294374,,unmatched,Your Lie in April – Season 1 – Twinkle Twinkle Little Star
missing episode match metadata,0,F:\MediaStack\data\media\tv\Your Lie in April\Season 01\Your Lie in April - S01E13 - Love's Sadness.mkv,,,episode,imdb://tt4294384,,unmatched,Your Lie in April – Season 1 – Love's Sorrow
missing episode match metadata,0,F:\MediaStack\data\media\tv\Your Lie in April\Season 01\Your Lie in April - S01E14 - Footprints.mkv,,,episode,imdb://tt4294388,,unmatched,Your Lie in April – Season 1 – Footsteps
missing episode match metadata,0,F:\MediaStack\data\media\tv\Your Lie in April\Season 01\Your Lie in April - S01E15 - Liar.mkv,,,episode,imdb://tt4384848,,unmatched,Your Lie in April – Season 1 – Liar
missing episode match metadata,0,F:\MediaStack\data\media\tv\Your Lie in April\Season 01\Your Lie in April - S01E16 - Two of a Kind.mkv,,,episode,imdb://tt4384854,,unmatched,Your Lie in April – Season 1 – Two of a Kind
missing episode match metadata,0,F:\MediaStack\data\media\tv\Your Lie in April\Season 01\Your Lie in April - S01E17 - Twilight.mkv,,,episode,imdb://tt4384860,,unmatched,Your Lie in April – Season 1 – Twilight
missing episode match metadata,0,F:\MediaStack\data\media\tv\Your Lie in April\Season 01\Your Lie in April - S01E18 - When Hearts Come Together.mkv,,,episode,imdb://tt4384864,,unmatched,Your Lie in April – Season 1 – Hearts Come Together
missing episode match metadata,0,"F:\MediaStack\data\media\tv\Your Lie in April\Season 01\Your Lie in April - S01E19 - Goodbye, Hero.mkv",,,episode,imdb://tt4792750,,unmatched,"Your Lie in April – Season 1 – Goodbye, Hero"
missing episode match metadata,0,F:\MediaStack\data\media\tv\Your Lie in April\Season 01\Your Lie in April - S01E20 - Hand in Hand.mkv,,,episode,imdb://tt4792752,,unmatched,Your Lie in April – Season 1 – Hand in Hand
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 02\The Universe - S02E01 - Alien Planets.mkv,,,episode,imdb://tt1119104,,unmatched,The Universe – Season 2 – Alien Planets
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 02\The Universe - S02E02 - Cosmic Holes.mkv,,,episode,imdb://tt1119109,,unmatched,The Universe – Season 2 – Cosmic Holes
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 02\The Universe - S02E03 - Mysteries of the Moon.mkv,,,episode,imdb://tt1119110,,unmatched,The Universe – Season 2 – Mysteries of the Moon
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 02\The Universe - S02E04 - The Milky Way.mkv,,,episode,imdb://tt1119111,,unmatched,The Universe – Season 2 – The Milky Way
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 02\The Universe - S02E05 - Alien Moons.mkv,,,episode,imdb://tt1119112,,unmatched,The Universe – Season 2 – Alien Moons
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 02\The Universe - S02E06 - Dark Matter.mkv,,,episode,imdb://tt1119113,,unmatched,The Universe – Season 2 – Dark Matter
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 02\The Universe - S02E07 - Astrobiology.mkv,,,episode,imdb://tt1119114,,unmatched,The Universe – Season 2 – Astrobiology
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 02\The Universe - S02E08 - Space Travel.mkv,,,episode,imdb://tt1119115,,unmatched,The Universe – Season 2 – Space Travel
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 02\The Universe - S02E09 - Supernovas.mkv,,,episode,imdb://tt1119116,,unmatched,The Universe – Season 2 – Supernovas
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 02\The Universe - S02E10 - Constellations.mkv,,,episode,imdb://tt1119105,,unmatched,The Universe – Season 2 – Constellations
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 02\The Universe - S02E11 - Unexplained Mysteries.mkv,,,episode,imdb://tt1119106,,unmatched,The Universe – Season 2 – Unexplained Mysteries
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 02\The Universe - S02E12 - Cosmic Collisions.mkv,,,episode,imdb://tt1119107,,unmatched,The Universe – Season 2 – Cosmic Collisions
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 02\The Universe - S02E13 - Colonizing Space.mkv,,,episode,imdb://tt1119108,,unmatched,The Universe – Season 2 – Colonizing Space
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 02\The Universe - S02E14 - Nebulas.mkv,,,episode,imdb://tt1208575,,unmatched,The Universe – Season 2 – Nebulas
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 02\The Universe - S02E15 - Wildest Weather in the Cosmos.mkv,,,episode,imdb://tt1208577,,unmatched,The Universe – Season 2 – Wildest Weather in the Cosmos
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 02\The Universe - S02E16 - Biggest Things in Space.mkv,,,episode,imdb://tt1209273,,unmatched,The Universe – Season 2 – Biggest Things in Space
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 02\The Universe - S02E17 - Gravity.mkv,,,episode,imdb://tt1208574,,unmatched,The Universe – Season 2 – Gravity
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 02\The Universe - S02E18 - Cosmic Apocalypse.mkv,,,episode,imdb://tt1246716,,unmatched,The Universe – Season 2 – Cosmic Apocalypse
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 2\The Universe - S02E19 - Backyard Astronomers.mkv,,,episode,local://24953,,unmatched,The Universe – Season 2 – Episode 19
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 03\The Universe - S03E01 - Deep Space Disasters.mkv,,,episode,imdb://tt1331969,,unmatched,The Universe – Season 3 – Deep Space Disasters
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 03\The Universe - S03E02 - Parallel Universes.mkv,,,episode,imdb://tt1331971,,unmatched,The Universe – Season 3 – Parallel Universes
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 03\The Universe - S03E03 - Light Speed.mkv,,,episode,imdb://tt1331970,,unmatched,The Universe – Season 3 – Light Speed
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 03\The Universe - S03E04 - Sex In Space.mkv,,,episode,imdb://tt1331972,,unmatched,The Universe – Season 3 – Sex in Space
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 03\The Universe - S03E05 - Alien Faces.mkv,,,episode,imdb://tt1358093,,unmatched,The Universe – Season 3 – Alien Faces
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 03\The Universe - S03E06 - Deadly Comets and Meteors.mkv,,,episode,imdb://tt1358095,,unmatched,The Universe – Season 3 – Deadly Comets and Meteors
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 03\The Universe - S03E07 - Living in Space.mkv,,,episode,imdb://tt1358096,,unmatched,The Universe – Season 3 – Living in Space
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 03\Ted Lasso - S03E04 - Big Week.Clean.mkv,,,episode,imdb://tt19655944,,unmatched,Ted Lasso – Season 3 – Big Week
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 03\Ted Lasso - S03E05 - Signs.Clean.mkv,,,episode,imdb://tt19655882,,unmatched,Ted Lasso – Season 3 – Signs
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 03\Ted Lasso - S03E06 - Sunflowers.Clean.mkv,,,episode,imdb://tt19655884,,unmatched,Ted Lasso – Season 3 – Sunflowers
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 03\Ted Lasso - S03E07 - The Strings That Bind Us.Clean.mkv,,,episode,imdb://tt19712480,,unmatched,Ted Lasso – Season 3 – The Strings That Bind Us
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 03\Ted Lasso - S03E08 - We’ll Never Have Paris.Clean.mkv,,,episode,imdb://tt19712482,,unmatched,Ted Lasso – Season 3 – We'll Never Have Paris
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 03\Ted Lasso - S03E09 - La Locker Room Aux Folles.Clean.mkv,,,episode,imdb://tt19712484,,unmatched,Ted Lasso – Season 3 – La Locker Room Aux Folles
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 03\Ted Lasso - S03E10 - International Break.Clean.mkv,,,episode,imdb://tt19712486,,unmatched,Ted Lasso – Season 3 – International Break
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 03\Ted Lasso - S03E11 - Mom City.Clean.mkv,,,episode,imdb://tt23743566,,unmatched,Ted Lasso – Season 3 – Mom City
missing episode match metadata,0,"F:\MediaStack\data\media\tv\Ted Lasso\Season 03\Ted Lasso - S03E12 - So Long, Farewell.Clean.mkv",,,episode,imdb://tt23743570,,unmatched,"Ted Lasso – Season 3 – So Long, Farewell"
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 01\The Universe - S01E01 - Secrets of the Sun.mkv,,,episode,imdb://tt1053154,,unmatched,The Universe – Season 1 – Secrets of the Sun
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 01\The Universe - S01E02 - Mars - The Red Planet.mkv,,,episode,imdb://tt1053153,,unmatched,The Universe – Season 1 – Mars: The Red Planet
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 01\The Universe - S01E03 - The End of the Earth - Deep Space Threats to our Planet.mkv,,,episode,imdb://tt1053155,,unmatched,The Universe – Season 1 – The End of the Earth: Deep Space Threats to our Planet
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 01\The Universe - S01E04 - Jupiter - The Giant Planet.mkv,,,episode,imdb://tt1055225,,unmatched,The Universe – Season 1 – Jupiter: The Giant Planet
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 01\The Universe - S01E05 - The Moon.mkv,,,episode,imdb://tt1059163,,unmatched,The Universe – Season 1 – The Moon
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 01\The Universe - S01E06 - Spaceship Earth.mkv,,,episode,imdb://tt1070254,,unmatched,The Universe – Season 1 – Spaceship Earth
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 01\The Universe - S01E07 - The Inner Planets - Mercury & Venus.mkv,,,episode,imdb://tt1073072,,unmatched,The Universe – Season 1 – The Inner Planets: Mercury & Venus
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 01\The Universe - S01E08 - Saturn - Lord of the Rings.mkv,,,episode,imdb://tt1076740,,unmatched,The Universe – Season 1 – Saturn: Lord of the Rings
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 01\The Universe - S01E09 - Alien Galaxies.mkv,,,episode,imdb://tt1084936,,unmatched,The Universe – Season 1 – Alien Galaxies
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 01\The Universe - S01E10 - Life and Death of a Star.mkv,,,episode,imdb://tt1082788,,unmatched,The Universe – Season 1 – Life and Death of a Star
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 01\The Universe - S01E11 - The Outer Planets.mkv,,,episode,imdb://tt1090620,,unmatched,The Universe – Season 1 – The Outer Planets
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 01\The Universe - S01E12 - The Most Dangerous Place in the Universe.mkv,,,episode,imdb://tt1090619,,unmatched,The Universe – Season 1 – The Most Dangerous Place in the Universe
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 01\The Universe - S01E13 - Search for ET.mkv,,,episode,imdb://tt1099171,,unmatched,The Universe – Season 1 – Search for ET
missing episode match metadata,0,F:\MediaStack\data\media\tv\The Universe\Season 01\The Universe - S01E14 - Beyond the Big Bang.mkv,,,episode,imdb://tt1099790,,unmatched,The Universe – Season 1 – Beyond the Big Bang
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 01\Ted Lasso - S01E06 - Two Aces.Clean.mkv,,,episode,imdb://tt11046490,,unmatched,Ted Lasso – Season 1 – Two Aces
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 01\Ted Lasso - S01E07 - Make Rebecca Great Again.Clean.mkv,,,episode,imdb://tt11156378,,unmatched,Ted Lasso – Season 1 – Make Rebecca Great Again
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 01\Ted Lasso - S01E08 - The Diamond Dogs.Clean.mkv,,,episode,imdb://tt11193418,,unmatched,Ted Lasso – Season 1 – The Diamond Dogs
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 01\Ted Lasso - S01E09 - All Apologies.Clean.mkv,,,episode,imdb://tt11193420,,unmatched,Ted Lasso – Season 1 – All Apologies
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 01\Ted Lasso - S01E10 - The Hope That Kills You.Clean.mkv,,,episode,imdb://tt11193428,,unmatched,Ted Lasso – Season 1 – The Hope That Kills You
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 02\Ted Lasso - S02E01 - Goodbye Earl.Clean.mkv,,,episode,imdb://tt12926006,,unmatched,Ted Lasso – Season 2 – Goodbye Earl
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 02\Ted Lasso - S02E02 - Lavender.Clean.mkv,,,episode,imdb://tt14968630,,unmatched,Ted Lasso – Season 2 – Lavender
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 02\Ted Lasso - S02E03 - Do the Right-est Thing.Clean.mkv,,,episode,imdb://tt14968636,,unmatched,Ted Lasso – Season 2 – Do the Right-est Thing
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 02\Ted Lasso - S02E04 - Carol of the Bells.Clean.mkv,,,episode,imdb://tt14968638,,unmatched,Ted Lasso – Season 2 – Carol of the Bells
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 02\Ted Lasso - S02E05 - Rainbow.Clean.mkv,,,episode,imdb://tt14968642,,unmatched,Ted Lasso – Season 2 – Rainbow
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 02\Ted Lasso - S02E06 - The Signal.Clean.mkv,,,episode,imdb://tt14968644,,unmatched,Ted Lasso – Season 2 – The Signal
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 02\Ted Lasso - S02E07 - Headspace.Clean.mkv,,,episode,imdb://tt14968648,,unmatched,Ted Lasso – Season 2 – Headspace
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 02\Ted Lasso - S02E08 - Man City.Clean.mkv,,,episode,imdb://tt14968654,,unmatched,Ted Lasso – Season 2 – Man City
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 02\Ted Lasso - S02E09 - Beard After Hours.Clean.mkv,,,episode,imdb://tt14968652,,unmatched,Ted Lasso – Season 2 – Beard After Hours
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 02\Ted Lasso - S02E10 - No Weddings and a Funeral.Clean.mkv,,,episode,imdb://tt14968656,,unmatched,Ted Lasso – Season 2 – No Weddings and a Funeral
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 02\Ted Lasso - S02E11 - Midnight Train to Royston.Clean.mkv,,,episode,imdb://tt14968660,,unmatched,Ted Lasso – Season 2 – Midnight Train to Royston
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 02\Ted Lasso - S02E12 - Inverting the Pyramid of Success.Clean.mkv,,,episode,imdb://tt14968664,,unmatched,Ted Lasso – Season 2 – Inverting the Pyramid of Success
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 03\Ted Lasso - S03E01 - Smells Like Mean Spirit.Clean.mkv,,,episode,imdb://tt13362962,,unmatched,Ted Lasso – Season 3 – Smells Like Mean Spirit
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 03\Ted Lasso - S03E02 - (I Don’t Want to Go to) Chelsea.Clean.mkv,,,episode,imdb://tt19655878,,unmatched,Ted Lasso – Season 3 – (I Don't Want to Go to) Chelsea
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 03\Ted Lasso - S03E03 - 4-5-1.Clean.mkv,,,episode,imdb://tt19655880,,unmatched,Ted Lasso – Season 3 – 4-5-1
missing episode match metadata,0,F:\MediaStack\data\media\tv\Steins;Gate\Season 01\Steins;Gate - S01E02 - Time Travel Paranoia.mkv,,,episode,imdb://tt2055380,,unmatched,Steins;Gate – Season 1 – Time Travel Paranoia
missing episode match metadata,0,F:\MediaStack\data\media\tv\Steins;Gate\Season 01\Steins;Gate - S01E03 - Parallel Process Paranoia.mkv,,,episode,imdb://tt2055378,,unmatched,Steins;Gate – Season 1 – Parallel World Paranoia
missing episode match metadata,0,F:\MediaStack\data\media\tv\Steins;Gate\Season 01\Steins;Gate - S01E04 - Interpreter Rendezvous.mkv,,,episode,imdb://tt2055377,,unmatched,Steins;Gate – Season 1 – Interpreter Rendezvous
missing episode match metadata,0,F:\MediaStack\data\media\tv\Steins;Gate\Season 01\Steins;Gate - S01E05 - Starmine Rendezvous.mkv,,,episode,imdb://tt2055379,,unmatched,Steins;Gate – Season 1 – Starmine Rendezvous
missing episode match metadata,0,F:\MediaStack\data\media\tv\Steins;Gate\Season 01\Steins;Gate - S01E06 - Butterfly Effect's Divergence.mkv,,,episode,imdb://tt2054519,,unmatched,Steins;Gate – Season 1 – Butterfly Effect's Divergence
missing episode match metadata,0,F:\MediaStack\data\media\tv\Steins;Gate\Season 01\Steins;Gate - S01E07 - Divergence Singularity.mkv,,,episode,imdb://tt2156191,,unmatched,Steins;Gate – Season 1 – Divergence Singularity
missing episode match metadata,0,F:\MediaStack\data\media\tv\Steins;Gate\Season 01\Steins;Gate - S01E08 - Chaos Theory Homeostasis I.mkv,,,episode,imdb://tt2161049,,unmatched,Steins;Gate – Season 1 – Chaos Theory Homeostasis I
missing episode match metadata,0,F:\MediaStack\data\media\tv\Steins;Gate\Season 01\Steins;Gate - S01E09 - Chaos Theory Homeostasis II.mkv,,,episode,imdb://tt2161051,,unmatched,Steins;Gate – Season 1 – Chaos Theory Homeostasis II
missing episode match metadata,0,F:\MediaStack\data\media\tv\Steins;Gate\Season 01\Steins;Gate - S01E10 - Chaos Theory Homeostasis III.mkv,,,episode,imdb://tt2156189,,unmatched,Steins;Gate – Season 1 – Chaos Theory Homeostasis III
missing episode match metadata,0,F:\MediaStack\data\media\tv\Steins;Gate\Season 01\Steins;Gate - S01E11 - Dogma in Event Horizon.mkv,,,episode,imdb://tt2157965,,unmatched,Steins;Gate – Season 1 – Dogma in Event Horizon
missing episode match metadata,0,F:\MediaStack\data\media\tv\Steins;Gate\Season 01\Steins;Gate - S01E12 - Dogma in Ergosphere.mkv,,,episode,imdb://tt2157963,,unmatched,Steins;Gate – Season 1 – Dogma in Ergosphere
missing episode match metadata,0,F:\MediaStack\data\media\tv\Steins;Gate\Season 01\Steins;Gate - S01E13 - Metaphysics Necrosis.mkv,,,episode,imdb://tt2156199,,unmatched,Steins;Gate – Season 1 – Metaphysics Necrosis
missing episode match metadata,0,F:\MediaStack\data\media\tv\Steins;Gate\Season 01\Steins;Gate - S01E14 - Physically Necrosis.mkv,,,episode,imdb://tt2157969,,unmatched,Steins;Gate – Season 1 – Physically Necrosis
missing episode match metadata,0,F:\MediaStack\data\media\tv\Steins;Gate\Season 01\Steins;Gate - S01E15 - Missing Link Necrosis.mkv,,,episode,imdb://tt2156201,,unmatched,Steins;Gate – Season 1 – Missing Link Necrosis
missing episode match metadata,0,F:\MediaStack\data\media\tv\Steins;Gate\Season 01\Steins;Gate - S01E16 - Sacrificial Necrosis.mkv,,,episode,imdb://tt2156205,,unmatched,Steins;Gate – Season 1 – Sacrificial Necrosis
missing episode match metadata,0,F:\MediaStack\data\media\tv\Steins;Gate\Season 01\Steins;Gate - S01E17 - Made in Complex.mkv,,,episode,imdb://tt2156197,,unmatched,Steins;Gate – Season 1 – Made in Complex
missing episode match metadata,0,F:\MediaStack\data\media\tv\Steins;Gate\Season 01\Steins;Gate - S01E18 - Fractal Androgynous.mkv,,,episode,imdb://tt2156195,,unmatched,Steins;Gate – Season 1 – Fractal Androgynous
missing episode match metadata,0,F:\MediaStack\data\media\tv\Steins;Gate\Season 01\Steins;Gate - S01E19 - Endless Apoptosis.mkv,,,episode,imdb://tt2161047,,unmatched,Steins;Gate – Season 1 – Endless Apoptosis
missing episode match metadata,0,F:\MediaStack\data\media\tv\Steins;Gate\Season 01\Steins;Gate - S01E20 - Finalize Apoptosis.mkv,,,episode,imdb://tt2156193,,unmatched,Steins;Gate – Season 1 – Finalize Apoptosis
missing episode match metadata,0,F:\MediaStack\data\media\tv\Steins;Gate\Season 01\Steins;Gate - S01E21 - Paradox Meltdown.mkv,,,episode,imdb://tt2157967,,unmatched,Steins;Gate – Season 1 – Paradox Meltdown
missing episode match metadata,0,F:\MediaStack\data\media\tv\Steins;Gate\Season 01\Steins;Gate - S01E22 - Being Meltdown.mkv,,,episode,imdb://tt2157961,,unmatched,Steins;Gate – Season 1 – Being Meltdown
missing episode match metadata,0,F:\MediaStack\data\media\tv\Steins;Gate\Season 01\Steins;Gate - S01E23 - Open the Steins Gate.mkv,,,episode,imdb://tt2156203,,unmatched,Steins;Gate – Season 1 – Open the Steins Gate
missing episode match metadata,0,F:\MediaStack\data\media\tv\Steins;Gate\Season 01\Steins;Gate - S01E24 - Achievement Point.mkv,,,episode,imdb://tt2157959,,unmatched,Steins;Gate – Season 1 – Achievement Point
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 01\Ted Lasso - S01E01 - Pilot.Clean.mkv,,,episode,imdb://tt10989880,,unmatched,Ted Lasso – Season 1 – Pilot
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 01\Ted Lasso - S01E02 - Biscuits.Clean.mkv,,,episode,imdb://tt10989890,,unmatched,Ted Lasso – Season 1 – Biscuits
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 01\Ted Lasso - S01E03 - Trent Crimm - The Independent.Clean.mkv,,,episode,imdb://tt10989892,,unmatched,Ted Lasso – Season 1 – Trent Crimm: The Independent
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 01\Ted Lasso - S01E04 - For the Children.Clean.mkv,,,episode,imdb://tt11044158,,unmatched,Ted Lasso – Season 1 – For the Children
missing episode match metadata,0,F:\MediaStack\data\media\tv\Ted Lasso\Season 01\Ted Lasso - S01E05 - Tan Lines.Clean.mkv,,,episode,imdb://tt11044160,,unmatched,Ted Lasso – Season 1 – Tan Lines
missing episode match metadata,0,F:\MediaStack\data\media\tv\SpongeBob SquarePants\Season 15\SpongeBob SquarePants - S15E15-E16 - Smartificial Intelligence + Firehouse Bob.mkv,,,episode,tmdb://5965208,,unmatched,SpongeBob SquarePants – Season 15 – Firehouse Bob
missing episode match metadata,0,F:\MediaStack\data\media\tv\SpongeBob SquarePants\Season 15\SpongeBob SquarePants - S15E17-E18 - Pablum Plankton + MuseBob ModelPants.mkv,,,episode,imdb://tt35269225,,unmatched,SpongeBob SquarePants – Season 15 – Pablum Plankton
